Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2,Năm,Tháng,Ngày,Ngày/Tháng/Năm
"Đường Đặng Văn Ngữ||350, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,8 m,4 m,"66,67 triệu/m²",2020,8,4,4/8/2020
"Bùi Ngọc Dương, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,8 m,4 m,"97,87 triệu/m²",2020,8,4,4/8/2020
"Đường Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,8 m,4 m,"91,3 triệu/m²",2020,8,4,4/8/2020
"78, Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,41 m²,8 m,4 m,"39,02 triệu/m²",2020,8,4,4/8/2020
"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,8 m,4 m,"95,45 triệu/m²",2020,8,4,4/8/2020
"Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,8 m,4 m,"114,29 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,8 m,4 m,110 triệu/m²,2020,8,4,4/8/2020
"Đường Cầu Đơ 2, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,35 m²,8 m,6 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,9.7 m,3.5 m,"43,24 triệu/m²",2020,8,4,4/8/2020
"đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,9.7 m,3.5 m,"122,22 triệu/m²",2020,8,4,4/8/2020
"Đường Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,9.7 m,3.5 m,"97,14 triệu/m²",2020,8,4,4/8/2020
"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,9.7 m,3.5 m,"82,22 triệu/m²",2020,8,4,4/8/2020
"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,25 m²,9.7 m,3.5 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Đê Trần Khát Chân, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,45 m²,9.7 m,3.5 m,"124,44 triệu/m²",2020,8,4,4/8/2020
"LÊ VĂN LƯƠNG, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,7 phòng,42 m²,9.7 m,3.5 m,"103,57 triệu/m²",2020,8,4,4/8/2020
"Phú viên, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Đông Dư,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,54 m²,9.7 m,4 m,"104,63 triệu/m²",2020,8,4,4/8/2020
"Nhân Hoà, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,9.7 m,4 m,"109,52 triệu/m²",2020,8,4,4/8/2020
"Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,47 m²,9.7 m,4 m,"71,28 triệu/m²",2020,8,4,4/8/2020
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,54 m²,13 m,4 m,"81,48 triệu/m²",2020,8,4,4/8/2020
"Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,13 m,4 m,"131,58 triệu/m²",2020,8,4,4/8/2020
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,45 m²,13 m,4.5 m,"78,89 triệu/m²",2020,8,4,4/8/2020
"Hoàng Mai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,35 m²,13 m,4.5 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,7,4 phòng,42 m²,13 m,6.1 m,"226,19 triệu/m²",2020,8,4,4/8/2020
"ngọc thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,52 m²,13 m,5 m,"54,81 triệu/m²",2020,8,4,4/8/2020
"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,13 m,5 m,"114,29 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,53 m²,13 m,5 m,"83,96 triệu/m²",2020,8,4,4/8/2020
"23, Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,31 m²,9 m,3 m,"63,87 triệu/m²",2020,8,4,4/8/2020
"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,30 m²,9 m,3 m,"106,67 triệu/m²",2020,8,4,4/8/2020
"Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5,7 phòng,45 m²,11.25 m,4 m,"82,22 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,11.25 m,4 m,"83,72 triệu/m²",2020,8,4,4/8/2020
"kim giang, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,40 m²,11.25 m,4 m,77 triệu/m²,2020,8,4,4/8/2020
"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,11.25 m,4 m,"89,19 triệu/m²",2020,8,4,4/8/2020
"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,41 m²,11.25 m,4 m,"69,51 triệu/m²",2020,8,4,4/8/2020
"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,61 m²,11.25 m,13 m,"74,59 triệu/m²",2020,8,4,4/8/2020
"Đường La Thành, Phường Thành Công, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,11.25 m,13 m,110 triệu/m²,2020,8,4,4/8/2020
"Đường Tôn Thất Tùng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,11.25 m,13 m,"88,57 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Đạo Thành||648, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,11.25 m,13 m,"114,29 triệu/m²",2020,8,4,4/8/2020
"Đường Hồ Tùng Mậu||821, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,11.25 m,13 m,"91,49 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai||1018, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,44 m²,11.25 m,13 m,"138,64 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Hữu Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,11.25 m,4 m,"45,16 triệu/m²",2020,8,4,4/8/2020
Đường Xã Đàn,Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,11.25 m,4 m,"129,03 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Lạc||635, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,11.25 m,4 m,"113,33 triệu/m²",2020,8,4,4/8/2020
"Đường Xã Đàn||473, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,11.25 m,4 m,"81,4 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,34 m²,8 m,4.3 m,"76,47 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,8 m,4.3 m,"96,97 triệu/m²",2020,8,4,4/8/2020
"Phố Đặng Văn Ngữ, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,8 m,4.3 m,"91,3 triệu/m²",2020,8,4,4/8/2020
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,8 m,4.3 m,"76,67 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,62 m²,8 m,4.3 m,"48,39 triệu/m²",2020,8,4,4/8/2020
"Đường Đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,8 m,4.3 m,"130,3 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,46 m²,8 m,4.3 m,"65,22 triệu/m²",2020,8,4,4/8/2020
"Đường Trường Chinh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,45 m²,8 m,4.3 m,"66,67 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,10 m,4 m,70 triệu/m²,2020,8,4,4/8/2020
"Đường Quan Nhân||688, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,62 m²,10 m,4 m,"86,29 triệu/m²",2020,8,4,4/8/2020
"đường Bùi Xương Trạch, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,32 m²,10 m,4 m,175 triệu/m²,2020,8,4,4/8/2020
"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,40 m²,10 m,4 m,"87,5 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,50 m²,10 m,4 m,70 triệu/m²,2020,8,4,4/8/2020
"Trần Khát Chân, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,10 m,4 m,"88,57 triệu/m²",2020,8,4,4/8/2020
"Đường Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,10 m,4 m,"108,11 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Lân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,45 m²,10 m,4 m,"107,78 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Thị Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,39 m²,10 m,4 m,"92,31 triệu/m²",2020,8,4,4/8/2020
"Đường Phạm Ngọc Thạch, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,10 m,4 m,"87,23 triệu/m²",2020,8,4,4/8/2020
"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,10 m,4 m,100 triệu/m²,2020,8,4,4/8/2020
"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4 phòng,35 m²,10 m,4 m,"94,29 triệu/m²",2020,8,4,4/8/2020
"173, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,42 m²,10 m,4 m,"123,81 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai||555, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,43 m²,10 m,4 m,"83,72 triệu/m²",2020,8,4,4/8/2020
"Đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,10 m,4 m,"102,78 triệu/m²",2020,8,4,4/8/2020
"kim giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,10 m,4 m,100 triệu/m²,2020,8,4,4/8/2020
"54, Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,8 m,4 m,"84,85 triệu/m²",2020,8,4,4/8/2020
"Đường Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,28 m²,8 m,3 m,"105,36 triệu/m²",2020,8,4,4/8/2020
"Đường Vũ Tông Phan||701, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,52 m²,8 m,3 m,"67,31 triệu/m²",2020,8,4,4/8/2020
"Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,8 m,3 m,"117,19 triệu/m²",2020,8,4,4/8/2020
Đường Đội Cấn,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,16 m²,8 m,3 m,"130,63 triệu/m²",2020,8,4,4/8/2020
"Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,113 m²,8 m,4.3 m,"141,59 triệu/m²",2020,8,4,4/8/2020
"vũ trọng phụng, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,42 m²,8 m,4.3 m,"95,24 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Liên, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,38 m²,8 m,4.3 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,69 m²,8 m,4.3 m,"78,26 triệu/m²",2020,8,4,4/8/2020
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,8 m,4.3 m,"117,14 triệu/m²",2020,8,4,4/8/2020
"Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,8 m,4.3 m,"93,94 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,47 m²,9.4 m,5 m,"63,83 triệu/m²",2020,8,4,4/8/2020
"Đường Nhân Hòa, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,70 m²,15 m,4.5 m,"221,43 triệu/m²",2020,8,4,4/8/2020
"Đường Vũ Tông Phan||701, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,15 m,4.5 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Trương Định||1030, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,15 m,4.5 m,"76,47 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Thượng||958, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,49 m²,15 m,4.5 m,"69,39 triệu/m²",2020,8,4,4/8/2020
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,15 m,4.5 m,80 triệu/m²,2020,8,4,4/8/2020
"Đường Tam Trinh||1016, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,49 m²,15 m,4.5 m,"73,47 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Lợi, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,83 m²,15 m,4 m,"91,57 triệu/m²",2020,8,4,4/8/2020
"đường Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,50 m²,15 m,4 m,136 triệu/m²,2020,8,4,4/8/2020
"Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,43 m²,15 m,4 m,"69,77 triệu/m²",2020,8,4,4/8/2020
"Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,47 m²,15 m,4 m,"129,79 triệu/m²",2020,8,4,4/8/2020
"Đường Thanh Lãm||1887, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,10 m,3.5 m,"46,29 triệu/m²",2020,8,4,4/8/2020
"9, Đường Ngọc Thụy||1282, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,10 m,3.6 m,"83,33 triệu/m²",2020,8,4,4/8/2020
"Đường Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,10 m,3.6 m,"114,06 triệu/m²",2020,8,4,4/8/2020
"Đường Trường Chinh, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,60 m²,10 m,3.6 m,"158,33 triệu/m²",2020,8,4,4/8/2020
"Đường Xã Đàn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,10 m,3.6 m,"113,71 triệu/m²",2020,8,4,4/8/2020
"Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,10 m,3.6 m,"93,94 triệu/m²",2020,8,4,4/8/2020
"Đường Tam Trinh||1016, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,48 m²,10 m,3.6 m,"67,71 triệu/m²",2020,8,4,4/8/2020
"Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,47 m²,10 m,3.6 m,"112,77 triệu/m²",2020,8,4,4/8/2020
"Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,10 m,3.6 m,"96,51 triệu/m²",2020,8,4,4/8/2020
"Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,46 m²,10 m,3.6 m,"65,22 triệu/m²",2020,8,4,4/8/2020
"đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,10 m,3.6 m,"111,67 triệu/m²",2020,8,4,4/8/2020
"42B, Đường Đặng Tiến Đông, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,2 phòng,11 m²,2.7 m,4 m,"122,73 triệu/m²",2020,8,4,4/8/2020
